2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,cityName-ch,cityName,distance-Wuhan,distance-Xiaogan,distance-Huanggang,distance-Suizhou,distance-Jingzhou
,,1.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,湖州,Huzhou,555.9664612337048,600.2742564316112,503.41271311204366,646.8263092263643,755.7348610597229
1.0,2.0,3.0,4.0,6.0,8.0,9.0,10.0,13.0,16.0,19.0,21.0,23.0,24.0,25.0,28.0,28.0,31.0,32.0,32.0,32.0,34.0,35.0,湘潭,Xiangtan,323.7373007580986,459.21026528260677,342.77404959949337,428.93736656991837,280.5870165789714
,,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,湘西自治州,Xiangxizizhizhou,505.658954055967,566.0136076450752,550.187191736071,514.6213212658793,329.5982702775631
2.0,2.0,4.0,5.0,7.0,9.0,11.0,11.0,13.0,14.0,14.0,18.0,18.0,19.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,湛江,Zhanjiang,1099.4223724965734,1232.785369460021,1112.6959076367905,1197.1295434019414,1022.8056369590332
1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,滁州,Chuzhou,429.9665878015955,417.65589486062646,388.52161479822206,470.66593364394464,618.4003251812694
,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,滑县,Huaxian,560.4159338453027,408.7739718749839,569.8798117276427,440.1615164011806,618.618053524288
1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,满洲里,Manzhouli,2132.986202459284,1983.472869706735,2136.467476205896,2012.7292828995342,2181.9821470898546
,1.0,3.0,3.0,4.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,14.0,14.0,滨州,Binzhou,832.8053915709116,711.7606105810294,821.1847878786153,757.3738077416036,945.3252976033673
,,3.0,4.5,9.0,9.0,11.0,13.0,14.0,16.0,20.0,23.0,24.0,26.0,26.0,29.0,30.0,30.0,31.0,33.0,33.0,33.0,34.0,漯河,Tahe,338.2088242043323,182.1677284595415,355.1633366050331,212.9489736755093,395.37509038435536
0.0,3.0,4.0,5.0,6.0,7.0,7.0,8.0,11.0,12.0,13.0,13.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,19.0,19.0,19.0,20.0,漳州,Zhangzhou,729.4548002512581,886.7241847774802,700.2265708592051,887.7574620782804,818.2529956536878
1.0,1.0,2.0,3.0,3.0,5.0,7.0,8.0,9.0,11.0,13.0,14.0,16.0,21.0,27.0,31.0,36.0,37.0,38.0,38.0,41.0,41.0,42.0,潍坊,Weifang,809.3747912021898,707.0358912044303,789.8514862916603,757.2432289791548,944.2232341195146
,,,5.0,7.0,8.0,10.0,12.0,27.0,35.0,35.0,44.0,54.0,64.0,74.0,80.0,82.0,85.0,90.0,90.0,94.0,104.0,116.0,潜江,Qianjiang,149.35174962001048,205.93990430392634,202.22190485655702,163.18439145539833,50.679132614199126
,,,,,,,,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,潮州,Chaozhou,791.9899666776636,951.5401302132789,769.0813275414012,946.5031955570288,855.9488903615218
,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,澄迈,Chengmai,1269.395593062738,1403.7664855301523,1281.5872816961996,1368.289454298178,1193.8224148266788
,,2.0,,,,,,,,,,,,,,,,,,,,,澳门,Aomen,934.6827574417473,1086.30517293759,933.4147562779276,1062.3829966766516,915.2491291046039
,,,,,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,7.0,9.0,10.0,11.0,13.0,13.0,13.0,17.0,濮阳,Puyang,578.9878171071138,431.8888933155728,584.5653271474896,466.971280006174,648.849993177107
2.0,2.0,2.0,8.0,10.0,12.0,13.0,18.0,20.0,20.0,26.0,26.0,27.0,30.0,34.0,35.0,37.0,39.0,41.0,43.0,46.0,46.0,46.0,烟台,Yantai,1014.4401298900493,924.2536419338027,989.2039550902444,976.0105818332106,1161.2101569327058
,,,,2.0,2.0,2.0,2.0,2.0,7.0,8.0,12.0,15.0,17.0,18.0,20.0,24.0,25.0,28.0,28.0,29.0,29.0,30.0,焦作,Jiaozuo,533.4726838172948,373.92425574882094,554.5220712796228,390.96868409927663,551.7309466736366
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,8.0,8.0,9.0,10.0,11.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,牡丹江,Mudanjiang,2057.389486173353,1958.4134473136496,2033.111270342335,2007.7907345931023,2195.376950913503
,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,玉林,Yulin,966.6255110652228,1093.7036225276352,984.0937109728795,1055.691485434128,877.6305332870224
,1.0,1.0,1.0,5.0,5.0,6.0,6.0,7.0,11.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,玉溪,Yuxi,1350.1335547876556,1396.9691810790334,1394.1537244827714,1342.8508389660026,1167.4571550124408
8.0,10.0,12.0,12.0,12.0,18.0,26.0,34.0,38.0,47.0,55.0,64.0,72.0,73.0,76.0,83.0,83.0,85.0,86.0,87.0,89.0,91.0,95.0,珠海,Zhuhai,914.1327059195114,1066.659680115257,911.8492611319901,1043.6400639801307,899.0404769248055
,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,琼中,Qiongzhong,1348.486403395468,1483.2199314023514,1360.276977937525,1447.8035071615982,1273.2676065570809
,,,,1.0,1.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,琼海,Qionghai,1307.3133954242426,1445.5138415755607,1316.8581072134812,1411.8701141584402,1240.7264915684966
,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,8.0,,8.0,甘南,Gannan,2082.160103176898,1950.2976110305774,2073.108099386843,1990.0146927122405,2173.697253663134
,,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,12.0,17.0,17.0,17.0,23.0,27.0,36.0,37.0,43.0,44.0,甘孜,Ganzi,1373.959891798169,1320.7702591523353,1428.4557414462624,1271.6600834739597,1181.413930974553
,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,白城,Baicheng,1833.2854751762118,1704.9980045395935,1822.5032340873881,1746.3565635138607,1931.651394246837
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,白银,Baiyin,1148.4722675375376,1027.8540139756337,1196.5388918502206,998.2743425565852,1012.5981951203921
1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,百色,Baise,1056.1667478658576,1140.711111767526,1091.0798008610216,1091.2551343165396,903.6161956281438
,4.0,4.0,7.0,10.0,14.0,17.0,20.0,24.0,27.0,30.0,35.0,40.0,41.0,43.0,44.0,46.0,53.0,54.0,58.0,59.0,59.0,59.0,益阳,Yiyang,286.5374804484684,398.19949307034886,319.72109480133685,360.10298912388043,192.23662227250475
,1.0,1.0,1.0,1.0,6.0,6.0,8.0,13.0,15.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,21.0,25.0,26.0,27.0,盐城,Yancheng,634.9314692400071,605.4938019403068,594.6736244286102,660.1592703660668,819.1264933367825
,,1.0,2.0,2.0,2.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,盘锦,Panjin,1370.0440515733897,1256.2529603377438,1352.9702627223137,1302.7721855706739,1490.8273163429074
,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,眉山,Meishan,1008.039694771572,983.1141306862604,1061.8325977828479,929.9380238515683,809.2970171400564
,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,石嘴山,Shizuishan,1190.0650868729927,1043.0934964464846,1228.878464635427,1030.411031366908,1104.17371247083
1.0,4.0,5.0,7.0,9.0,10.0,11.0,11.0,12.0,13.0,16.0,21.0,21.0,24.0,24.0,24.0,24.0,25.0,27.0,27.0,27.0,27.0,27.0,石家庄,Shijiazhuang,833.2155365731744,679.8371623183659,842.7014686734892,707.4361950985349,878.3328783350855
,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,石河子,Shihezi,2916.7914741714712,2790.378386479175,2963.98166704484,2764.394187013711,2778.686746185281
5.0,6.0,13.0,18.0,24.0,24.0,30.0,32.0,39.0,44.0,47.0,53.0,55.0,56.0,57.0,59.0,62.0,63.0,63.0,64.0,64.0,66.0,66.0,福州,Fuzhou,693.8565176206008,833.2466616656588,649.8010218884687,850.4932936454634,837.6799670473875
,,,,,,,,1.0,1.0,2.0,2.0,4.0,3.0,5.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,秦皇岛,Qinhuangdao,1149.9879984959675,1026.4299401799476,1138.1287698900005,1070.3692908436747,1257.636186115873
,1.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,红河,Honghe,1421.7022855426185,1477.3169138842193,1463.6600054966902,1423.8210057631823,1244.6100412182386
1.0,4.0,5.0,6.0,7.0,19.0,19.0,23.0,24.0,27.0,30.0,30.0,30.0,33.0,34.0,36.0,38.0,41.0,41.0,41.0,41.0,42.0,42.0,绍兴,Shaoxing,605.9180571009794,671.3604071160722,551.6925050476535,714.0560242699308,803.7448007556402
1.0,1.0,2.0,3.0,8.0,8.0,10.0,12.0,13.0,14.0,16.0,22.0,24.0,29.0,39.0,44.0,35.0,37.0,39.0,43.0,45.0,45.0,46.0,绥化,Suihua,2096.559713953398,1979.789398914796,2079.7149185551525,2024.8604790890986,2212.476771921679
2.0,2.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,14.0,17.0,17.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,绵阳,Mianyang,920.7973136931919,871.364381205205,975.294009792256,821.0508118104154,729.1378235635274
,1.0,1.0,1.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,10.0,12.0,15.0,20.0,27.0,33.0,34.0,37.0,38.0,38.0,38.0,38.0,聊城,Liaocheng,675.5322698168325,537.1372138279812,674.3705871830931,576.730382827464,761.832404365947
1.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,10.0,10.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,17.0,17.0,肇庆,Zhaoqing,848.2655861994504,993.5458787506171,853.6673242978593,964.9609320409157,807.1483499719847
,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,胡杨河,Huyanghe,3017.1487618220085,2890.2156024042615,3064.2089119626603,2864.512099328917,2879.59270572674
,1.0,1.0,2.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,自贡,Zigong,929.1078827496029,920.0975343412669,981.8991282780939,865.6976340740016,729.3398113444364
1.0,2.0,2.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,舟山,Zhoushan,757.9929152339857,815.9663647965923,703.9531433197271,860.7663077533131,956.4014995582313
,1.0,3.0,6.0,9.0,11.0,14.0,14.0,15.0,16.0,16.0,21.0,23.0,26.0,27.0,29.0,29.0,30.0,31.0,31.0,31.0,31.0,31.0,芜湖,Wuhu,399.2097471850715,429.07721812628955,349.8057106897443,476.8515440150229,597.4802601442647
2.0,3.0,7.0,8.0,12.0,20.0,24.0,32.0,34.0,38.0,44.0,52.0,55.0,60.0,69.0,72.0,75.0,77.0,80.0,84.0,85.0,85.0,86.0,苏州,Suzhou,609.5312843811395,640.0108312818608,558.3538229050138,689.0246044354245,808.8282730187041
,,,,,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,8.0,10.0,10.0,11.0,13.0,13.0,13.0,13.0,茂名,Maoming,1037.5573570567706,1173.74743595004,1049.1816124922316,1139.5502916739233,968.2309165644565
8.0,10.0,33.0,47.0,71.0,101.0,151.0,221.0,287.0,333.0,499.0,613.0,713.0,801.0,885.0,941.0,997.0,1045.0,1075.0,1110.0,1431.0,1447.0,1478.0,荆州,Jingzhou,212.7027987776872,241.51582865652486,266.1912224494687,190.7563722395805,15.360332055379768
8.0,21.0,38.0,90.0,114.0,142.0,191.0,227.0,251.0,329.0,345.0,400.0,422.0,508.0,553.0,588.0,663.0,641.0,656.0,696.0,927.0,901.0,902.0,荆门,Jingmen,210.38318698443072,191.50511069662582,264.59355845980207,137.07385726006993,76.3708005832949
,,1.0,10.0,14.0,14.0,17.0,22.0,25.0,27.0,34.0,37.0,38.0,42.0,44.0,47.0,47.0,51.0,51.0,52.0,54.0,54.0,55.0,莆田,Futian,727.692236933648,873.3514454096068,687.0376740504412,886.4715957684833,858.0026543368447
,1.0,1.0,4.0,5.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,12.0,13.0,13.0,14.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,菏泽,Heze,536.893179273273,397.76316981668276,537.6914732263083,438.2241808016957,624.3604295041057
1.0,1.0,2.0,2.0,2.0,2.0,5.0,8.0,9.0,15.0,18.0,20.0,22.0,23.0,24.0,24.0,24.0,25.0,26.0,29.0,29.0,31.0,32.0,萍乡,Pingxiang,326.72784859047744,478.9014198025688,330.0808523192736,458.7186853106173,341.01119562794156
,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,营口,Yingkou,1329.8093954821593,1219.5410361818879,1311.2983003763056,1267.0131709908035,1455.1080710529427
,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,葫芦岛,Huludao,1279.128389169376,1160.0963854397899,1264.6875292017967,1205.2530630409315,1392.9906890225084
1.0,1.0,1.0,3.0,3.0,3.0,8.0,15.0,16.0,26.0,37.0,43.0,48.0,64.0,88.0,99.0,115.0,126.0,134.0,141.0,146.0,149.0,153.0,蚌埠,Bangbu,392.22726075728144,341.47539685987897,362.013161760103,396.382228052241,562.7970938945653
,,,,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,衡水,Hengshui,809.1516203205498,664.3609005436817,811.3194998675147,699.4444201692529,879.9517989498431
,3.0,3.0,4.0,7.0,17.0,20.0,25.0,26.0,30.0,32.0,35.0,39.0,43.0,43.0,43.0,45.0,45.0,45.0,45.0,45.0,46.0,47.0,衡阳,Hengyang,434.8335822861972,567.0520921636008,453.58203661078494,533.8596138674956,371.85051857324993
2.0,2.0,3.0,5.0,5.0,8.0,10.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,21.0,21.0,21.0,21.0,21.0,衢州,Quzhou,474.2287115278689,578.5400138816121,420.83501344070515,610.2158313189046,660.109980591292
,1.0,9.0,36.0,70.0,131.0,163.0,286.0,347.0,441.0,548.0,632.0,735.0,787.0,838.0,907.0,988.0,1019.0,1063.0,1088.0,1101.0,1111.0,1128.0,襄阳,Xiangyang,272.58815444305725,160.42672895084638,318.6008743219507,120.86123582152727,210.28332334598957
1.0,1.0,1.0,1.0,6.0,10.0,10.0,12.0,12.0,12.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,西双版纳,Xishuangbanna,1643.8007035994383,1700.1002642680116,1685.2924058029116,1646.565522234194,1467.4006467096442
,1.0,,6.0,,,6.0,8.0,9.0,9.0,12.0,12.0,14.0,15.0,,,,,15.0,15.0,15.0,,15.0,西宁,Xining,1344.3384564527387,1232.3767040275704,1394.2973337820374,1199.2113296173163,1194.8059966532196
2.0,5.0,8.0,12.0,15.0,18.0,22.0,32.0,39.0,47.0,55.0,60.0,70.0,74.0,80.0,88.0,96.0,98.0,104.0,110.0,114.0,114.0,114.0,西安,Xian,653.4504933007655,531.2407513498322,700.4018280590111,501.390332365234,535.4218987327412
,,,1.0,2.0,2.0,3.0,8.0,12.0,13.0,15.0,19.0,24.0,26.0,28.0,30.0,31.0,31.0,32.0,34.0,34.0,37.0,37.0,许昌,Xuchang,390.9673492867554,233.08584790411805,409.36056088404797,258.47336068851195,434.8016381471965
,,,,,,,,,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,贵港,Guigang,944.8534910734214,1064.9140072615435,966.1244741287538,1024.4116292589695,842.5077652034743
1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,7.0,10.0,12.0,15.0,18.0,18.0,24.0,27.0,29.0,31.0,33.0,34.0,34.0,贵阳,Guiyang,862.6806576944724,916.8737863065177,906.3290005072067,863.7370245508664,683.5403821635194
,,,,,,1.0,1.0,1.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,贺州,Hezhou,729.659411450846,863.6873282889675,744.1320876826908,829.3738794491203,659.693106538069
,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,资阳,Ziyang,933.9574978389323,908.7746177711384,987.8192401846184,855.5367441391393,735.4268239807967
,2.0,7.0,7.0,10.0,16.0,21.0,27.0,30.0,34.0,35.0,42.0,48.0,52.0,59.0,64.0,69.0,71.0,72.0,72.0,76.0,76.0,76.0,赣州,Ganzhou,520.9934792753673,679.927866146267,508.6972503769593,667.4931405036932,562.1251620758467
,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,,5.0,5.0,7.0,7.0,赤峰,Chifeng,1367.0109713597287,1230.7975796808882,1361.5640747064879,1269.231580791523,1452.0646765016252
,,,,,,,,,,,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,辽源,Liaoyuan,1683.8096882154562,1575.973923156182,1663.5573767956091,1623.6758717463078,1811.7589009276594
,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,辽阳,Liaoyang,1435.2362930900729,1326.9376211285514,1415.6414337587903,1374.7588859245234,1562.8248529374277
1.0,1.0,1.0,3.0,3.0,4.0,6.0,8.0,9.0,9.0,11.0,13.0,17.0,20.0,23.0,25.0,25.0,28.0,30.0,33.0,36.0,36.0,36.0,达州,Dazhou,656.1846687147187,613.9196934962778,710.6772196950315,561.9431368602897,464.7671687210827
,2.0,2.0,2.0,3.0,4.0,7.0,8.0,10.0,10.0,13.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,运城,Yuncheng,589.8827884323681,440.0145788809279,626.5511956354834,430.32948911112527,534.4041130177344
1.0,1.0,3.0,3.0,3.0,3.0,6.0,9.0,13.0,13.0,14.0,17.0,20.0,22.0,24.0,27.0,32.0,35.0,37.0,39.0,42.0,45.0,46.0,连云港,Lianyungang,641.0739163937761,571.7265384801719,611.6418995436401,626.1615817894277,803.3507216328469
,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,通化,Tonghua,1602.289482461654,1506.9290637976294,1577.275833251004,1557.2414458343394,1744.1587071516872
,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,,6.0,6.0,6.0,6.0,通辽,Tongliao,1616.4515056827984,1492.4373759354512,1603.738440391324,1535.5608253882529,1722.2258621727935
1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,遂宁,Suining,837.6897415902415,808.5284403282512,891.8045194822989,755.5281809452897,640.2576758023446
,,,,,,1.0,4.0,4.0,5.0,8.0,9.0,9.0,11.0,12.0,15.0,15.0,19.0,24.0,25.0,25.0,28.0,31.0,遵义,Zunyi,785.8318328960522,823.0936290758622,833.0994552389992,768.794054580743,596.5252712912336
,,,,,,,,,14.0,14.0,,,,,,,,,,,,,邓州,Dengzhou,321.42423691542547,194.03506245640386,365.03518420118326,164.44127175368152,261.38365495561
,,,1.0,2.0,3.0,5.0,7.0,10.0,10.0,14.0,16.0,16.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,邢台,Xingtai,724.4716022482054,571.4779893787353,734.0575110691863,600.0763858078609,773.3596681739945
,,2.0,2.0,4.0,4.0,6.0,7.0,10.0,11.0,11.0,14.0,14.0,18.0,22.0,26.0,27.0,27.0,27.0,29.0,31.0,31.0,31.0,邯郸,Handan,674.5257501714532,521.6923197639145,684.2388704230622,550.800031536233,725.270609247825
,2.0,2.0,8.0,11.0,19.0,29.0,36.0,41.0,49.0,51.0,55.0,68.0,74.0,83.0,86.0,87.0,89.0,91.0,94.0,99.0,100.0,100.0,邵阳,Shaoyang,457.0410611524733,570.8652925859656,485.26498296867703,530.8082416693727,352.4958399402624
3.0,6.0,20.0,29.0,37.0,40.0,46.0,50.0,56.0,65.0,72.0,85.0,92.0,102.0,112.0,120.0,126.0,130.0,132.0,137.0,141.0,142.0,144.0,郑州,Zhengzhou,474.265179910685,315.9142912638829,492.5618960159308,338.34147700306187,508.4686099369719
1.0,1.0,3.0,6.0,7.0,7.0,10.0,12.0,13.0,18.0,21.0,22.0,24.0,25.0,29.0,31.0,32.0,32.0,33.0,38.0,38.0,39.0,39.0,郴州,Chenzhou,539.7339884398889,685.1792330179303,547.0659116757241,658.0399881695735,508.8951036204392
,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,,11.0,11.0,11.0,11.0,鄂尔多斯,Eerduosi,1103.4148392566362,944.5898785646983,1130.7288507399437,949.0944538347959,1071.8514757270225
,1.0,1.0,20.0,57.0,84.0,123.0,189.0,227.0,278.0,306.0,332.0,382.0,423.0,471.0,569.0,639.0,725.0,790.0,861.0,1065.0,1125.0,1192.0,鄂州,Ezhou,58.21692460265532,194.4637820788405,6.632208654680531,206.88165011509403,255.18190160816988
27.0,57.0,75.0,110.0,132.0,147.0,182.0,211.0,247.0,275.0,312.0,344.0,376.0,400.0,415.0,428.0,450.0,473.0,489.0,509.0,525.0,532.0,538.0,重庆,Zhongqing,756.1844883759195,751.2398434203199,808.9241603522904,696.520935245455,556.4235325881568
1.0,2.0,3.0,5.0,7.0,13.0,20.0,27.0,34.0,34.0,36.0,40.0,44.0,47.0,48.0,52.0,53.0,53.0,53.0,54.0,55.0,55.0,55.0,金华,Jinhua,537.9948874952245,631.3674438738911,483.8527144973457,666.7395468196983,728.134102371077
,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,金昌,Jinchang,1419.5885539311453,1290.7995635012787,1465.7417549567274,1265.6051262644949,1292.5192382502846
,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,钦州,Qinzhou,1105.7490762223335,1222.1697686541033,1128.2069064546195,1180.1377391037158,995.9604330452539
,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,铁岭,Tieling,1561.782585073543,1451.2017241318595,1542.9027274138934,1498.3417910862172,1686.4422140604293
1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,铜仁,Tongren,584.6779185853732,649.5241661857178,627.4653485946851,598.3180345808765,412.792804428407
,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,铜川,Tongchuan,702.656308848177,567.7896354280173,746.1855747297857,545.4269272853282,603.7044719476951
,3.0,3.0,3.0,9.0,9.0,10.0,14.0,16.0,16.0,18.0,19.0,19.0,20.0,22.0,23.0,24.0,25.0,27.0,27.0,28.0,28.0,28.0,铜陵,Tongling,339.22204438928617,387.59402821184943,287.8224773245434,431.5575287685019,538.8005494316279
1.0,1.0,2.0,5.0,7.0,7.0,9.0,11.0,15.0,16.0,19.0,20.0,,25.0,27.0,29.0,28.0,28.0,30.0,31.0,32.0,32.0,33.0,银川,Yinchuan,1149.1947541388265,1005.302414723039,1189.592853634054,989.9512775574494,1055.9567468186033
,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,2.0,3.0,5.0,6.0,锡林郭勒,Xilinguole,1497.043495145592,1346.9308590955031,1501.708063674616,1376.227686177886,1546.6693625334472
,,,,4.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,锦州,Jinzhou,1328.5257573905599,1209.2997464937378,1314.0485158783615,1254.324501385718,1442.0076199831024
,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,8.0,9.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,镇江,Zhenjiang,522.3469233496186,523.0705340513824,476.6944451717626,575.3549575497874,715.9414272920004
,,,,,,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,长垣,Changyuan,519.006748678512,369.48910144876777,527.1142602864993,403.35296238271115,584.7069500941925
1.0,1.0,,1.0,1.0,1.0,4.0,4.0,7.0,13.0,17.0,18.0,28.0,29.0,32.0,32.0,37.0,39.0,40.0,42.0,42.0,43.0,44.0,长春,Changchun,1773.7203907189503,1662.2196404373015,1754.8956091741186,1708.9494963597715,1897.0191371053095
