2019-12-01,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-07,2019-12-08,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-14,2019-12-15,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-21,2019-12-22,2019-12-23,2019-12-24,2019-12-25,2019-12-26,2019-12-27,2019-12-28,2019-12-29,2019-12-30,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,cityName,cityName-en
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,延安,Yanan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,延边朝鲜族自治州,Yanbianchaoxianzuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,6.0,8.0,11.0,11.0,12.0,17.0,18.0,20.0,19.0,20.0,23.0,23.0,24.0,23.0,22.0,19.0,19.0,19.0,18.0,17.0,15.0,13.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,开封,Kaifeng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,6.0,8.0,9.0,9.0,9.0,10.0,12.0,12.0,12.0,13.0,12.0,15.0,19.0,18.0,21.0,24.0,24.0,25.0,25.0,19.0,10.0,10.0,9.0,9.0,6.0,6.0,2.0,3.0,7.0,8.0,8.0,6.0,张家口,Zhangjiakou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,张家界,Zhangjiajie
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,张掖,Zhangye
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,8.0,15.0,20.0,23.0,30.0,36.0,39.0,45.0,42.0,46.0,46.0,49.0,48.0,52.0,53.0,50.0,54.0,56.0,54.0,50.0,37.0,37.0,28.0,24.0,21.0,16.0,13.0,12.0,12.0,10.0,8.0,8.0,8.0,8.0,徐州,Xuzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,德宏傣族景颇族自治州,Dehongdaizujingpozuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,8.0,11.0,11.0,15.0,16.0,18.0,18.0,18.0,18.0,25.0,25.0,25.0,27.0,26.0,26.0,26.0,26.0,28.0,27.0,28.0,29.0,27.0,27.0,27.0,24.0,24.0,23.0,23.0,20.0,20.0,20.0,20.0,19.0,17.0,17.0,德州,Dezhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,7.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,14.0,13.0,13.0,11.0,11.0,10.0,9.0,8.0,8.0,8.0,8.0,德阳,Deyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,忻州,Xinzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,8.0,11.0,16.0,18.0,23.0,26.0,27.0,30.0,31.0,34.0,33.0,30.0,31.0,28.0,24.0,24.0,24.0,18.0,18.0,16.0,13.0,12.0,10.0,8.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,怀化,Huaihua
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,17.0,25.0,38.0,51.0,66.0,75.0,87.0,105.0,111.0,123.0,138.0,144.0,157.0,145.0,143.0,148.0,157.0,162.0,155.0,177.0,175.0,169.0,167.0,162.0,156.0,150.0,139.0,135.0,131.0,125.0,101.0,96.0,89.0,83.0,75.0,67.0,56.0,恩施土家族苗族自治州,Enshitujiazumiaozuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,7.0,8.0,8.0,11.0,12.0,17.0,17.0,20.0,23.0,28.0,29.0,31.0,35.0,39.0,38.0,46.0,47.0,48.0,49.0,50.0,41.0,38.0,32.0,32.0,24.0,23.0,24.0,24.0,24.0,16.0,16.0,16.0,13.0,10.0,10.0,7.0,4.0,2.0,惠州,Huizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,7.0,16.0,22.0,33.0,37.0,46.0,59.0,69.0,72.0,73.0,77.0,87.0,92.0,97.0,102.0,76.0,75.0,84.0,83.0,82.0,83.0,88.0,91.0,94.0,88.0,84.0,81.0,77.0,69.0,69.0,65.0,62.0,62.0,61.0,59.0,57.0,55.0,52.0,52.0,成都,Chengdu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,5.0,8.0,8.0,8.0,13.0,13.0,14.0,15.0,15.0,15.0,17.0,15.0,15.0,16.0,15.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,12.0,12.0,10.0,10.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,0.0,0.0,扬州,Yangzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,承德,Chengde
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,6.0,7.0,8.0,9.0,13.0,15.0,18.0,24.0,29.0,34.0,43.0,41.0,49.0,49.0,52.0,56.0,55.0,58.0,57.0,55.0,57.0,55.0,52.0,50.0,44.0,43.0,37.0,35.0,26.0,25.0,21.0,20.0,14.0,11.0,11.0,9.0,7.0,抚州,Fuzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,拉萨,Lasa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,揭阳,Jieyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,9.0,10.0,10.0,11.0,11.0,11.0,10.0,9.0,8.0,8.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,攀枝花,Panzhihua
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文山壮族苗族自治州,Wenshanzhuangzumiaozuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,文昌,Wenchang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,6.0,7.0,11.0,15.0,21.0,21.0,27.0,33.0,39.0,41.0,41.0,37.0,39.0,37.0,39.0,40.0,45.0,46.0,45.0,43.0,39.0,34.0,34.0,33.0,28.0,28.0,16.0,9.0,6.0,6.0,5.0,5.0,3.0,1.0,1.0,新乡,Xinxiang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,10.0,10.0,26.0,38.0,40.0,47.0,56.0,65.0,73.0,82.0,82.0,87.0,87.0,87.0,88.0,91.0,93.0,93.0,93.0,92.0,85.0,83.0,71.0,62.0,50.0,43.0,35.0,27.0,21.0,19.0,15.0,12.0,10.0,10.0,新余,Xinyu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,6.0,9.0,10.0,12.0,13.0,19.0,23.0,24.0,25.0,27.0,30.0,30.0,30.0,34.0,38.0,41.0,39.0,40.0,36.0,34.0,35.0,36.0,34.0,28.0,20.0,18.0,18.0,16.0,14.0,14.0,13.0,8.0,7.0,7.0,6.0,无锡,Wuxi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,14.0,14.0,14.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,日照,Rizhao
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,7.0,12.0,15.0,21.0,24.0,30.0,31.0,32.0,34.0,34.0,37.0,40.0,39.0,35.0,36.0,39.0,40.0,39.0,41.0,41.0,40.0,43.0,40.0,39.0,38.0,29.0,21.0,21.0,21.0,13.0,17.0,5.0,5.0,5.0,5.0,5.0,昆明,Kunming
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,昌吉回族自治州,Changjihuizuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,0.0,昌江黎族自治,Changjianglizuzizhi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,4.0,4.0,6.0,6.0,8.0,9.0,10.0,10.0,10.0,9.0,9.0,11.0,11.0,13.0,12.0,12.0,17.0,23.0,23.0,23.0,23.0,23.0,20.0,19.0,15.0,11.0,11.0,10.0,10.0,10.0,5.0,5.0,0.0,昭通,Zhaotong
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,9.0,9.0,9.0,11.0,13.0,15.0,19.0,19.0,24.0,25.0,22.0,25.0,26.0,24.0,25.0,26.0,27.0,24.0,24.0,23.0,23.0,21.0,21.0,18.0,15.0,15.0,14.0,13.0,14.0,12.0,12.0,11.0,10.0,9.0,晋中,Jinzhong
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,6.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,晋城,Jincheng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,普洱,Puer
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,景德镇,Jingdezhen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,11.0,12.0,12.0,12.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,曲靖,Qujing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,朔州,Shuozhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,朝阳,Zhaoyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,本溪,Benxi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,3.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,8.0,7.0,7.0,来宾,Laibin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,杨凌,Yangling
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,12.0,27.0,27.0,32.0,51.0,69.0,85.0,69.0,108.0,116.0,126.0,134.0,136.0,140.0,138.0,140.0,124.0,114.0,109.0,94.0,99.0,96.0,93.0,90.0,87.0,74.0,61.0,61.0,58.0,48.0,46.0,38.0,32.0,30.0,20.0,18.0,10.0,5.0,杭州,Hangzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,松原,Songyuan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,8.0,9.0,11.0,14.0,15.0,16.0,17.0,17.0,19.0,19.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,20.0,20.0,17.0,17.0,14.0,13.0,13.0,10.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,枣庄,Zaozhuang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,6.0,6.0,6.0,10.0,11.0,12.0,12.0,14.0,15.0,17.0,17.0,20.0,17.0,17.0,17.0,19.0,19.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,14.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,9.0,9.0,9.0,8.0,柳州,Liuzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,5.0,7.0,13.0,18.0,19.0,22.0,25.0,25.0,33.0,36.0,39.0,39.0,39.0,40.0,48.0,51.0,57.0,59.0,54.0,56.0,49.0,47.0,43.0,41.0,38.0,32.0,32.0,32.0,30.0,28.0,26.0,26.0,24.0,18.0,18.0,11.0,株洲,Zhuzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,11.0,14.0,15.0,16.0,18.0,18.0,21.0,23.0,24.0,20.0,26.0,22.0,28.0,23.0,24.0,24.0,25.0,25.0,26.0,26.0,26.0,23.0,21.0,21.0,14.0,16.0,16.0,16.0,15.0,15.0,15.0,6.0,9.0,7.0,8.0,8.0,5.0,桂林,Guilin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,12.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,梅州,Meizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,梅河口,Meihekou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,梧州,Wuzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,楚雄彝族自治州,Chuxiongyizuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,榆林,Yulin
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,8.0,9.0,14.0,18.0,21.0,29.0,30.0,33.0,35.0,37.0,37.0,37.0,37.0,40.0,43.0,44.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,38.0,34.0,33.0,33.0,33.0,27.0,28.0,41.0,94.0,170.0,,,,495.0,534.0,533.0,593.0,1505.0,1801.0,2132.0,2480.0,3023.0,3885.0,4877.0,6071.0,7989.0,9703.0,11140.0,10642.0,12396.0,13533.0,15177.0,16463.0,17361.0,30036.0,32959.0,34189.0,35292.0,36385.0,37118.0,37925.0,37869.0,37382.0,36608.0,36159.0,35670.0,34664.0,33540.0,32246.0,30152.0,28732.0,27393.0,武汉,Wuhan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,4.0,4.0,8.0,11.0,13.0,13.0,17.0,21.0,21.0,21.0,19.0,20.0,18.0,19.0,18.0,16.0,14.0,13.0,13.0,13.0,13.0,10.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,毕节,Bijie
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,永城,Yongcheng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,7.0,11.0,14.0,16.0,18.0,22.0,24.0,21.0,25.0,24.0,30.0,28.0,30.0,27.0,28.0,24.0,25.0,25.0,20.0,16.0,15.0,13.0,13.0,13.0,13.0,8.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,永州,Yongzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,6.0,6.0,11.0,13.0,15.0,15.0,16.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,24.0,23.0,20.0,21.0,16.0,16.0,16.0,16.0,13.0,12.0,9.0,9.0,6.0,4.0,4.0,汉中,Hanzhong
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,5.0,6.0,12.0,12.0,14.0,14.0,17.0,18.0,20.0,20.0,22.0,19.0,22.0,20.0,19.0,19.0,17.0,17.0,16.0,14.0,12.0,11.0,10.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,汕头,Shantou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,汕尾,Shanwei
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,4.0,6.0,7.0,9.0,11.0,13.0,14.0,18.0,16.0,16.0,17.0,18.0,18.0,18.0,20.0,18.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,12.0,10.0,10.0,10.0,江门,Jiangmen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0,11.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,池州,Chizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,5.0,6.0,7.0,8.0,9.0,10.0,13.0,16.0,13.0,15.0,18.0,23.0,24.0,23.0,23.0,21.0,20.0,20.0,21.0,21.0,19.0,16.0,11.0,16.0,16.0,16.0,16.0,16.0,12.0,10.0,8.0,8.0,4.0,5.0,5.0,4.0,3.0,沈阳,Shenyang
